       16115.918,     -24.4558,      1.23960
       16115.923,     -25.4083,      1.23335
       16116.905,     -28.9897,      1.13486
       16116.909,     -23.6605,      1.18683
       16118.905,     -6.12438,      1.21285
       16118.909,     -8.64336,      1.12741
       16119.960,     -6.52364,      1.05825
       16119.964,     -7.04510,      1.06163
       16120.908,     -1.72413,      1.30466
       16120.912,     -3.74669,      1.34886
       16121.913,    -0.501688,      2.14453
       16121.917,      1.25760,      1.54412
       16123.913,      6.96725,      1.22723
       16123.917,      7.45063,      1.32011
       16123.924,      10.2414,      1.42489
       16123.929,      10.1643,      1.42137
       16125.900,      1.14962,      1.14883
       16125.904,     -3.24994,      1.15333
       16125.910,     -3.30950,      1.17796
       16125.914,     0.288846,      1.40510
       16126.879,     -12.6507,      1.28573
       16126.884,     -12.5250,      1.27597
       16126.889,     -9.62514,      1.33199
       16126.894,     -18.3526,      1.31316
       16129.939,     -11.0972,      1.51511
       16129.943,     -4.71960,      2.05075
       16131.910,     -4.76720,      1.63084
       16131.915,     -9.99570,      1.79049
       16132.939,     -8.39650,      1.03703
       16132.943,     -7.64311,      1.05150
       16134.919,      2.64641,      1.08000
       16134.923,     0.366554,      1.03455
       16135.959,      1.82675,      1.15888
       16135.964,     0.300857,      1.14485
       16145.946,     -4.67327,      1.10145
       16145.950,     -4.96723,      1.11140
       16146.917,     -2.13187,      1.04380
       16146.922,     -1.94140,      1.16170
       16147.944,     -8.05399,      1.21841
       16147.948,     -5.76548,      1.18807
       16158.914,     -4.26277,      1.27647
       16158.918,     -2.86667,      1.29379
       16160.944,     -22.4783,      1.20639
       16160.948,     -19.8962,      1.14430
       16164.913,      7.63206,      1.18041
       16164.918,      4.79708,      1.13536
       16165.937,      10.5398,      1.02501
       16165.941,      9.53322,      1.05315
       16166.913,      9.42529,      1.14799
       16166.917,      13.7851,      1.17602
       16167.922,      6.26569,      1.04122
       16167.927,      8.53867,      1.13991
       16168.911,      1.11015,      1.16999
       16168.915,     0.630664,      1.16485
       16171.852,     -19.8164,      1.08517
       16171.856,     -16.5700,      1.10690
       16172.933,     -13.8764,      1.11862
       16172.938,     -14.3252,      1.04260
       16174.920,     -4.02607,      1.08784
       16174.924,     -5.68751,      1.05500
       16175.884,     0.609120,      1.58177
       16175.890,      5.92447,      1.55221
       16179.878,     0.867455,      1.05377
       16179.882,      2.82032,      1.07030
       16182.894,     -17.2303,      1.08533
       16182.899,     -16.8426,      1.05769
       16184.881,     -8.27209,      1.02830
       16184.885,     -9.31704,      1.02945
       16185.879,     -6.07196,      1.34416
       16185.884,     -4.66293,      1.33252
       16185.890,     -3.73630,      1.29512
       16185.894,    -0.661989,      1.31039
       16186.830,    -0.636524,      1.03978
       16186.834,     0.997324,      1.06710
       16187.872,     0.919162,      1.09752
       16187.876,      2.26408,      1.14836
       16189.828,      9.01101,      1.04929
       16189.832,      10.1501,      1.09701
       16190.850,      1.53374,      1.58282
       16190.855,      2.26592,      1.49988
       16192.901,     -6.27033,      1.12665
       16192.906,     -7.60013,      1.09413
       16194.865,     -17.2392,      1.22235
       16194.869,     -19.1588,      1.21572
       16197.805,      2.29142,      1.20401
       16197.809,     -3.08319,      1.63580
       16198.885,      2.46830,      1.13944
       16198.889,      4.72307,      1.11265
       16199.878,      5.25958,      1.17053
       16199.882,      4.85006,      1.13909
       16200.878,      14.6566,      1.21916
       16200.882,      14.8055,      1.08879
       16201.724,      13.0709,      1.12936
       16201.728,      12.3892,      1.13025
       16201.849,      11.3725,      1.18365
       16201.853,      10.5859,      1.24060
       16202.708,      7.32195,      1.13335
       16202.712,      6.36133,      1.22672
       16202.831,      4.66301,      1.15209
       16202.835,      5.59637,      1.09101
       16203.705,    -0.240627,      1.10966
       16203.709,      2.11038,      1.09558
       16203.829,     -2.92806,      1.11956
       16203.833,     -1.57737,      1.09610
       16204.695,     -8.35960,      1.10388
       16204.699,     -12.2606,      1.13947
       16204.776,     -11.6580,      1.11366
       16204.781,     -15.5333,      1.09142
       16210.717,      4.91540,      1.13500
       16210.721,    -0.597634,      1.18515
       16210.751,     0.720109,      1.17502
       16210.756,     0.611400,      1.19173
       16211.714,      10.5773,      1.07695
       16211.719,      9.65584,      1.14556
       16211.796,      11.5227,      1.14523
       16211.800,      11.1392,     0.986627
       16212.673,      8.59287,      1.04191
       16212.678,      10.7874,      1.10155
       16212.811,      12.4181,      1.05799
       16212.815,      10.4220,      1.03109
       16214.728,      1.24964,      1.11251
       16214.733,      2.05804,      1.06223
       16214.813,      1.37983,      1.07014
       16214.817,    -0.545732,      1.04301
       16215.760,     -11.4512,      1.13056
       16215.764,     -10.7650,      1.01952
       16215.843,     -15.0726,      1.00972
       16215.847,     -14.2081,      1.09847
       16217.635,     -30.3632,      1.24245
       16217.640,     -30.0807,      1.06763
       16217.807,     -33.1941,      2.18624
       16218.634,     -21.8452,      1.10802
       16218.639,     -22.8062,      1.02495
       16218.804,     -18.4252,      1.03132
       16218.808,     -16.4199,      1.14973
       16219.848,     -3.91273,      1.12924
       16219.852,     -3.75267,      1.03442
       16219.883,     -5.68355,      1.19005
       16219.888,     -3.11587,      1.18825
       16220.659,    -0.264697,      1.02805
       16220.664,      1.33122,      1.06164
       16220.805,     0.420895,      1.07377
       16220.809,      3.16271,     0.972143
       16221.751,     -1.68892,     0.993400
       16221.755,      2.32675,      1.11690
       16221.836,      4.63684,      1.09268
       16221.840,    -0.346844,      1.16667
       16223.767,      7.27478,      1.07908
       16223.771,      7.33443,      1.09719
       16224.747,      7.22412,      1.21243
       16224.751,      8.37672,      1.19703
       16224.865,      8.58018,      2.07323
       16224.869,      9.18889,      1.61279
       16225.691,      7.31065,      1.19594
       16225.695,      9.39688,      1.09172
       16226.800,      3.39448,      1.11267
       16226.804,      5.37717,      1.11010
       16229.841,     -26.7847,      1.14407
       16229.846,     -22.8891,      1.11903
       16229.878,     -23.5142,      1.15920
       16229.882,     -21.1708,      1.17380
       16230.741,     -15.3244,      1.09547
       16230.746,     -10.7145,      1.04665
       16230.758,     -14.9963,      1.16147
       16230.762,     -10.9184,      1.11340
       16231.837,      1.37289,      1.10884
       16231.842,      1.19018,      1.16459
       16232.771,      6.43100,      1.14059
       16232.775,      9.52400,      1.20479
       16232.824,      12.0943,      1.17552
       16232.829,      10.7276,      1.10786
       16233.705,      13.6151,      1.10207
       16233.710,      16.0557,      1.12056
       16234.613,      14.0299,      1.10947
       16234.618,      17.0252,      1.04272
       16235.785,      4.92308,      1.01092
       16235.789,      6.58157,      1.15555
       16236.787,      9.83209,      1.10569
       16236.791,      11.7531,      1.28289
       16237.601,      16.0168,      1.09861
       16237.605,      16.5304,      1.17219
       16238.707,      8.20084,      1.13314
       16238.711,      8.60094,      1.07714
       16238.717,      7.65863,      1.13307
       16238.721,      9.22674,      1.09718
       16239.773,     -14.0842,      1.07006
       16239.777,     -16.9358,      1.05284
       16240.672,     -29.0437,      1.13810
       16240.676,     -26.4814,      1.12705
       16241.824,     -22.9281,      1.21743
       16241.829,     -24.7021,      1.12896
       16242.806,     -9.86625,      1.07517
       16242.810,     -8.80981,      1.09758
       16244.698,      23.2020,      1.11427
       16244.702,      23.5429,      1.09135
       16245.731,      27.1349,      1.02628
       16245.735,      30.7621,     0.960686
       16248.686,      3.67048,      1.09106
       16248.690,      7.12767,      1.09413
       16250.814,     -12.2552,      1.22123
       16250.819,     -9.97259,      1.14662
       16251.669,     -21.5819,      1.11823
       16251.674,     -22.8081,      1.14269
       16253.744,     -22.4299,      1.04281
       16253.748,     -25.6932,      1.12585
       16254.746,     -5.54460,      1.07466
       16254.750,     -9.04648,      1.04792
       16255.666,      19.5993,     0.960009
       16255.670,      18.7979,      1.03817
       16256.770,      29.8514,      1.11120
       16256.774,      30.4812,      1.15085
       16257.732,      15.0970,      1.11582
       16257.736,      18.4233,      1.13380
       16258.759,    -0.209608,      1.03731
       16259.687,      4.44434,      1.11486
       16259.691,      7.22088,      1.07371
       16262.666,     -14.7264,      1.07738
       16262.671,     -14.0631,      1.16656
       16263.662,     -25.0677,      1.18033
       16263.666,     -26.5410,      1.16969
       16265.707,     -16.0123,      1.13326
       16265.711,     -12.8016,      1.19166
       16268.642,      8.96073,     0.952970
       16268.647,      10.5260,     0.992071
       16269.667,      3.48075,      1.14192
       16269.671,      1.49263,      1.15269
       16277.674,     -1.42774,      1.04841
       16277.678,     -1.47029,      1.06840
       16278.593,      10.2063,      1.15597
       16278.597,      9.10032,      1.18208
       16280.694,     -8.38741,      2.07813
       16280.698,     -7.89201,      2.46947
       16284.587,      14.3188,      1.14744
       16284.592,      13.6309,      1.14204
       16290.569,      2.99243,      1.02490
